text,label,category,is_mixed
Driver gave me the wrong order and was dismissive when I asked!,3,driver_conduct,1
Received the order ss scheduled.,4,positive,1
Order update received.,4,positive,1
Outstanding — the driver even helped carry the heavy box.,4,positive,0
"delivered to wrong address, i had to collect it myself.",2,wrong_order,0
driver arrived 29 minutes after the estimated window.,2,wrong_order,0
"Package was a bit late but arrived in perfect condition, no complaints",0,delay,1
took 75 minutes longer than usual but deiver was very polite about the delay.,0,delay,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
"Delivery was significantly delayed, arriving 60 mins past ETA.",0,delay,0
two out of five items missing from the delivery!,2,wrong_order,0
driver was polite and very helpful.,4,positive,0
"Box looked a little dented but everything inside was fine, driver was great",1,damage,1
Fastest delivery I have ever had! Very impressed!,4,positive,0
"carton dented heavily, product inside damaged.",1,damage,0
Driver was polite and very helpful!,4,positive,0
"really happy with this delivery, driver was super nice",4,positive,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
"item smashed, looks like it was thrown around",1,damage,0
Very slow delivery today — 31 minute delay on a short route.,0,delay,0
My delivery was 90 minutes lste with no notification.,0,delay,0
Delivery confirmed at the door.,4,positive,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"delivery was significantly delayed, arriving 58 mins past eta.",0,delay,0
Delivery confiemed at the door!,4,positive,1
"Arrived exactly on time, well packaged. Five stars!",0,delay,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Driver was polite and very helpful.,4,positive,0
"Food spilled inside the bag, everything was wet.",1,damage,0
Received the order as scheduled.,4,positive,1
Took 72 mins longer than usual but driver was very polite about the delay.,3,driver_conduct,1
Driver waa polite and very helpful,4,positive,0
Multiple items broken. Needs urgent replacement,1,damage,0
driver was 52 min late and also quite rude about it.,0,delay,1
Package arrived completely crushed.,1,damage,0
multiple items broken! needs urgent replacement!,1,damage,0
Driver gave me the wrong order and was dismissive when I asked!,2,wrong_order,1
got my package.,4,positive,1
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
"Package was a bit late but arrived in prrfect condition, no complaints",0,delay,1
Fastest delivery I have ever had! Very impressed!,4,positive,0
traffic caused a 26-minute delay. please improve routing.,0,delay,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
No-show — driver cancelled without warning.,3,driver_conduct,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Outstanding — the friver even helped carry the heavy box.,4,positive,0
My delivery was 71 mins late with no notification.,0,delay,0
Package arrived completely crushed.,1,damage,0
Multiple items broken. Needs urgent replacement.,1,damage,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Delivery person did not follow contactless instructions.,3,driver_conduct,0
No knock or ring — package left on the street.,3,driver_conduct,0
Received someone else's package entirely.,2,wrong_order,0
"delivery running late again, 85 min behind schedule",0,delay,0
Wrong product delivered! Barcode doesn't match my order,2,wrong_order,0
Superb service. Will definitely use again.,4,positive,0
Took 27 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Driver refused to carry package to my floor,3,driver_conduct,0
Electronics delivered with cracked screen.,1,damage,0
"Perfect delivery — no issues at all, great experience.",2,wrong_order,0
half the order is missing from the bag!,2,wrong_order,0
"this isnt what i ordered at all, completely different iten",2,wrong_order,0
Driver marked delivered but never arrived.,3,driver_conduct,0
Traffic caused a 76-minute delay. Please improve routing,0,delay,0
Order mixed up with another customer.,0,delay,0
Late again — driver took 81 minutes longer than expected,0,delay,0
Traffic caused a 23-minute delay. Please improve routing.,0,delay,0
"still waiting, app said 29 min but its been longer",0,delay,0
Driver gave me the wrong order and was dismissive when I asked.,1,damage,1
Order mixed up with another customer,2,wrong_order,0
Electronics delivered with cracked screen.,1,damage,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
superb service. will definitely use again,4,positive,0
"Wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
Package arrived completely crushed.,1,damage,0
"Expected in 20 mins, arrived after 56 minutes total.",0,delay,0
Box was torn open and contents were damaged.,1,damage,0
Got my package.,4,positive,1
medicine package was opened and tampered with.,1,damage,0
Shouted at me when I asked for ID verification.,3,driver_conduct,0
"perfect delivery — no issues at all, great experience",1,damage,0
"delivery was significantly delayed, arriving 78 mins past rta.",0,delay,0
Driver was 48 min late and also quite rude about iy,0,delay,1
Took 76 ninutes longer than usual but driver was very polite about the delay.,0,delay,1
Took 33 minutes longer than usual but driver was very polite about the delay!,0,delay,1
"Carton dented heavily, product inside damaged.",4,positive,0
Received someone else's package entirely.,4,positive,0
got a duplicate of one item and missing another.,2,wrong_order,0
item was broken in transit — packaging was inadequate.,1,damage,0
Driver arrived 21 minutes after the estimated window,0,delay,0
driver called ahead and followed all instructions perfectly.,4,positive,0
Package delayed by 53 minutes — mo update from the app.,0,delay,0
shouted at me when i aaked for id verification!,3,driver_conduct,0
Package status changed to delivered.,2,wrong_order,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Multiple items broken. Needs urgent replacement.,1,damage,0
driver arrived 82 minutes after the estimated window.,0,delay,0
"delivrry was significantly delayed, arriving 28 mins past eta.",0,delay,0
half the order is missing from yhe bag.,2,wrong_order,0
Excellent service! Delivery arrived 10 mins early.,4,positive,0
order was processed and delivered,4,positive,1
Multiple items broken. Needs urgent replacement.,1,damage,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Package status changed to delivered,4,positive,1
Order was 61 mins late AND the box arrived damaged!,0,delay,1
"really happy with this delivery, driver was super nice",4,positive,0
traffic caused a 70-minute delay. please omprove routing.,2,wrong_order,0
Driver arrived 83 minutes after the estimated window.,0,delay,0
Delivery happened today.,4,positive,1
"perfect delivery — no issues at all, great experience.",4,positive,0
Box was torn open and contents were damaged.,2,wrong_order,0
Delivery confirmed at the door.,4,positive,1
Traffic caused a 63-minute delay! Please improve routing,0,delay,0
"Box looked a little dented but everything insode was fine, driver was great.",1,damage,1
driver was polite and very helpful!,2,wrong_order,0
My delivery was 79 minutes late with no notification.,0,delay,0
Item was broken in transit — packaging was inadequate.,1,damage,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Item was broken in transit — packaging was inadequate.,1,damage,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
My delivery was 32 mins late with no notification.,0,delay,0
Missing one item but the driver apologized and was professional,2,wrong_order,1
Excellent service! Delivery arrived 10 mins early.,1,damage,0
Delivery persin did not follow contactless instructions.,0,delay,0
Half the order is missing drom the bag,2,wrong_order,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Delivery happened tiday.,4,positive,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Order mixed up with another customer.,2,wrong_order,0
superb service! will definitely use again!,4,positive,0
Package arrived completely crushed,1,damage,0
Took 65 minutes longer than usual but driver was vert polite about the delay.,0,delay,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
No-show — driver cancelled without warning.,3,driver_conduct,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
"expected in 20 mins, arrived after 28 minutes total!",0,delay,0
"driver didnt even knock, just left and marked it delivered",1,damage,0
"Food spilled inside the bag, eveeything was wet",1,damage,0
Driver called ahead and followed all instructions perfectly,4,positive,0
"still waiting, app said 41 min but its been longer",0,delay,0
Order update received.,4,positive,1
Two out of five items missing from the delivery!,2,wrong_order,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Order was 23 minutes late AND the box arrived damaged,0,delay,1
"Carton dented heavily, product inside damaged.",1,damage,0
Very slow delivery today — 39 minute delay on a short route.,0,delay,0
Driver gave me the wrong order and was dismissive when I asked!,2,wrong_order,1
"still waiting, app said 83 min but its been longer",4,positive,0
no-show — driver cancelled without warning.,3,driver_conduct,0
item substitutef without my consent.,2,wrong_order,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Driver arrived 53 minutes after the estimated window.,0,delay,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Delivery happemed today.,4,positive,1
Box was torn oprn and contents were damaged.,1,damage,0
Outstanding — the driver even helped carry the heavy box.,4,positive,0
rrceived the order as scheduled.,4,positive,1
"Carton dented heavily, product inside damaged.",1,damage,0
"delivery running late sgain, 69 min behind schedule",0,delay,0
"Expected in 20 mins, arrived after 68 minutes total.",0,delay,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Order was processed and delivered.,4,positive,1
Drivrr called ahead and followed all instructions perfectly.,4,positive,0
"Delivery was significantly delayed, arriving 59 mins past ETA.",2,wrong_order,0
Took 25 minutes longer than usual but driver was very polite about the delay.,0,delay,1
driver left package outsidr in the rain without notification!,3,driver_conduct,0
Order took over 78 minutes due to heavy traffic.,0,delay,0
"Wrong item delivered, and it was alsi crushed in the bag.",2,wrong_order,1
half the order is missing from the bag.,2,wrong_order,0
Received someone else's package entirely.,2,wrong_order,0
"Delivery was significantly delayed, arriving 80 mins past ETA.",0,delay,0
Delivery confirmed at the door,4,positive,1
Driver was 15 min late and also quite rude about it.,0,delay,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
item substituted without my consent.,2,wrong_order,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Driver was 71 min late and also quite rude about it.,0,delay,1
Driver came by earliee!,4,positive,1
"Driver was usong phone while driving, nearly caused accident.",3,driver_conduct,0
Package delayed by 86 minutes — no update from the app.,0,delay,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
Driver was polite and very helpful.,4,positive,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
fastest delivery i have ever had. very impressed.,4,positive,0
"Wromg item delivered — ordered size L, got size S!",2,wrong_order,0
Package arrived completely crushed.,1,damage,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
"Delivery was significantly delayed, areiving 44 mins past ETA.",0,delay,0
Item was broken in transit — packaging was inadequate.,0,delay,0
my delivery was 45 minutes late with no notification.,0,delay,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Very slow delivery today — 80 minute delay on a short route.,0,delay,0
delivery confirmed at the door.,4,positive,1
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints",0,delay,1
Traffic caused a 87-minute delay. pls improve eouting.,0,delay,0
No knock or ring — package ledt on the street.,3,driver_conduct,0
driver refused to carry package to my floor,3,driver_conduct,0
"wromg item delivered, and it was also crushed in the bag.",2,wrong_order,1
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Delivery person did not follow contactless instructions,3,driver_conduct,0
half the order is missing from the bag.,0,delay,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
Got my package.,4,positive,1
order update received.,4,positive,1
got my package.,4,positive,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Driver was 75 min late and also quite rude about it!,0,delay,1
Took 55 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"Driver was using phonr while driving, nearly caused accident.",3,driver_conduct,0
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Driver arrived 33 minutes after the estimated window.,0,delay,0
driver left package outside in the rain without notification.,3,driver_conduct,0
"box looked a little dented but everything inside was fine, friver was great",1,damage,1
Got a duplicate of one item and missing another,1,damage,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Superb service. Will definitely use again.,4,positive,0
"delivery running late again, 71 min behind schedule",0,delay,0
No knock or ring — package left on the street.,3,driver_conduct,0
Order update received.,4,positive,1
Order update received.,2,wrong_order,1
Delivery person did not follow contactless instructions!,3,driver_conduct,0
Superb service. Will definitely use again.,4,positive,0
Driver was 24 min late and also quite rude about it,0,delay,1
box was torn ipen and contents were damaged.,4,positive,0
Delivery happened todsy.,4,positive,1
completely wrong order arrived at my address.,2,wrong_order,0
Driver marked delivered but never arrived.,3,driver_conduct,0
Traffic caused a 35-minute delay. pls improve routing.,0,delay,0
Took 53 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Driver was 26 min late and also quite rude about it,1,damage,1
Driver gave me the wrong order and was dismissive when I asked,2,wrong_order,1
Took 30 minutes longer than usual but driver was very polite about the delay,0,delay,1
Superb service! Will definitely use again,4,positive,0
Package status changed to delivered!,4,positive,1
item was broken in transit — packaging was inadequate,0,delay,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
Order was 18 minutes late AND the box arrived damaged!,4,positive,1
Laptop corner dented — poor handling during delivery.,1,damage,0
laptop corner dented — poor handling during delivery,1,damage,0
Driver was 75 min late and also quite rude about it.,0,delay,1
Driver refused to carry package to my floor.,3,driver_conduct,0
Shouyed at me when I asked for ID verification,3,driver_conduct,0
traffic caused a 72-minute delay. please improve routing.,0,delay,0
Got my package.,4,positive,1
Superb service. Will definitely use again.,4,positive,0
"Carton dented heavily, product inside damaged.",1,damage,0
Iyem was broken in transit — packaging was inadequate.,1,damage,0
"wrong item delivered — ordeeed size l, got size s.",3,driver_conduct,0
item was broken in transit — packaging was inadequate.,1,damage,0
Two out of five items missing from the delivery.,2,wrong_order,0
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
"no complaints, everything went smoothly, thanks!",4,positive,0
Waited 73 extra minutes because of road congestion.,0,delay,0
Order mixed up with another customer.,2,wrong_order,0
package arrived in perfect condition. thank you,4,positive,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Shouted at me when I asked for ID verification.,3,driver_conduct,0
Package arrived in perfect condition. Thank you!,4,positive,0
order mixed up with another customer.,2,wrong_order,0
guy was so rude when i asked him to wait a sec,1,damage,0
received the order as scheduled.,4,positive,1
Shouted at me when I asked for ID verification.,3,driver_conduct,0
Multiple items broken! Needs urgent replacrment!,1,damage,0
Received the order as scheduled.,4,positive,1
Completely wrong order arrived at my address.,2,wrong_order,0
wrong product delivered. barcode doesn't match my order.,2,wrong_order,0
Waited 15 extra minutes because of road congestion.,0,delay,0
"Arrived exactly on time, well packaged! Five stars!",4,positive,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Great communication throughout the delivery process.,4,positive,0
Driver came by earlier.,4,positive,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Received the order as scheduled,4,positive,1
Driver marked deliverrd but never arrived,3,driver_conduct,0
Item substituted without my consent.,2,wrong_order,0
Superb service. Will definitely use again.,4,positive,0
"Delivery was significantly delayed, arriving 41 mins past ETA.",0,delay,0
Driver refused to carry package to my floor.,3,driver_conduct,0
"wrong item delivered — ordered size l, got size s",2,wrong_order,0
"item smashed, looks like it was thrown around",1,damage,0
"driver didnt even kmock, just left and marked it delivered",3,driver_conduct,0
Fragile sticker ignored — item arrived in pieces,1,damage,0
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
fastest delivery i have ever had. very impressed,4,positive,0
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Took 53 minutes longer than usual but driver was very polite about the delay.,0,delay,1
item substituted without my consent.,2,wrong_order,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
"driver didmt even knock, just left and marked it delivered",3,driver_conduct,0
Driver refused to carry package to my floor!,3,driver_conduct,0
Took 89 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"Wrong item delivered, and it was also crushed im the bag.",2,wrong_order,1
driver gave me the wrong order and was dismissive when i ssked.,2,wrong_order,1
multiple items broken. needs urgent replacement.,3,driver_conduct,0
Traffic caused a 76-minute delay. Please improve routing.,0,delay,0
item substituted without my consent.,2,wrong_order,0
"delivery was significanyly delayed, arriving 88 mins past eta.",0,delay,0
no knock or ring — package left on the steeet.,3,driver_conduct,0
Package delayed by 38 minutes — no update from the app,0,delay,0
Excellent service! Delivery arrived 10 minutes early!,4,positive,0
Great communication throughout the delivery process.,4,positive,0
driver left package iutside in the rain without notification.,2,wrong_order,0
"Package was a bit latr but arrived in perfect condition, no complaints",0,delay,1
"delivery running late again, 68 min behind schedule",0,delay,0
"Food spilled inside the bag, everything was wet.",1,damage,0
"item smashed, looks like it was thrown around",1,damage,0
driver was 26 min late and also quite rude about it.,2,wrong_order,1
Driver gave me the wrong order and was dismissive when I asked!,2,wrong_order,1
Got a duplicate of one item and misaing another!,2,wrong_order,0
Waited 36 extra minutes because of road congestion.,0,delay,0
fastest delivery i have ever had. very impressed.,4,positive,0
Driver came by earlier.,4,positive,1
Multiple items broken. Needs urgent replacement,1,damage,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
"item smashed, looks like ot was thrown around",1,damage,0
"delivery was significantly delayed, arriving 60 mins past eta.",0,delay,0
order mixed up with another customer.,2,wrong_order,0
Box was torn open and contents were damaged.,1,damage,0
Delivrry confirmed at the door.,4,positive,1
superb service. will definitely use again.,1,damage,0
electronics delivered with cracked screen.,1,damage,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Missing one item but the driver apologized and was professional.,0,delay,1
"still waiting, app said 81 min but its been longer",0,delay,0
Driver refused ti carry package to my floor.,3,driver_conduct,0
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Delivery happened tiday.,4,positive,1
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"Wrong item delivered — ordered size L, got size S.",2,wrong_order,0
Got my package.,4,positive,1
Late again — driver took 27 ninutes longer than expected.,0,delay,0
Half the order is missing from the bag.,2,wrong_order,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"delivery running late again, 27 min behind schedule",0,delay,0
order was processed and delivered.,4,positive,1
"item smaahed, looks like it was thrown around",1,damage,0
driver arrived 74 ninutes after the estimated window.,0,delay,0
delivery confirmed at the door.,4,positive,1
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Half the order is missing from the bag.,2,wrong_order,0
No knock or ring — package left on the street!,3,driver_conduct,0
"Food spilled inside the bag, everything was wet",1,damage,0
"delivered to wrong address, i had to collect it myself.",2,wrong_order,0
"really happy with this delivery, driver was super nice",4,positive,0
Item substituted without my consent,2,wrong_order,0
"Wrong item delivered, and it was also crushed on the bag",2,wrong_order,1
Delivery happened today.,4,positive,1
"really happy with this delivery, driver was super nice",4,positive,0
delivery confirmed at the door!,4,positive,1
git my package.,4,positive,1
took 40 minutes longer than usual but driver was very polite about the delay.,4,positive,1
Late again — driver took 71 minutes longer than expected,0,delay,0
Missing one item but the driver apologized and was professional,2,wrong_order,1
Missing one item but the driver apologized and was professional,2,wrong_order,1
"Carton dented heavily, peoduct inside damaged.",1,damage,0
Driver left package outside in the rain without notification.,3,driver_conduct,0
driver came by earlier.,4,positive,1
Driver arrived 24 minutea after the estimated window.,0,delay,0
Multiple items broken. Needs urgent replacement,1,damage,0
package status changed to delivered.,4,positive,1
Order update received.,4,positive,1
no knock or ring — package left on the street.,3,driver_conduct,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
Delivery person did not follow contactless instructions.,3,driver_conduct,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Driver was 23 min lste and also quite rude about it.,0,delay,1
delivery person did not follow contactless instructions,3,driver_conduct,0
driver was 80 min late and also quite rude about it.,0,delay,1
package status changed to delivered.,4,positive,1
Took 53 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Took 56 mins longer than usual but driver was very polite about the delay.,0,delay,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"delivery running late again, 79 min behind schedule",0,delay,0
"really happy with this delivery, driver was super nice",4,positive,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Order update received.,4,positive,1
package arrived in perfect condition. thank you!,4,positive,0
Order was processed and delivered.,4,positive,1
Item substituted without my consent,2,wrong_order,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Got my package.,0,delay,1
driver left package outside in the rain without notification.,3,driver_conduct,0
Delivery confirmed at the door.,4,positive,1
Box was torn open and contents were damaged.,1,damage,0
Delivery confirmed at the door.,4,positive,1
"perfect delivery — no issues at all, geeat experience",4,positive,0
delivert person did not follow contactless instructions.,3,driver_conduct,0
No-show — driver cancelled without warning,3,driver_conduct,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
order was processed and delivered.,4,positive,1
driver refused to carry package to my floor.,3,driver_conduct,0
No knock or ring — package left on the syreet,3,driver_conduct,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
order was 67 minutes late and the box arrived damaged.,0,delay,1
Item was broken in transit — packaging was inadequate.,1,damage,0
Delivery happened today.,4,positive,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
late again — driver took 76 minutes longee than expected.,0,delay,0
"really happy with this delivery, driver was super nice",4,positive,0
Box was torn open and contents were damaged,1,damage,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
fragilr sticker ignored — item arrived in pieces.,1,damage,0
Completely wrong order arrived at mt address,3,driver_conduct,0
"item smashed, looks like it was thrown around",1,damage,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Driver gave me the wrong order and was dismissive when I asked.,1,damage,1
"driver dodnt even knock, just left and marked it delivered",3,driver_conduct,0
Outstanding — the driver even helped carry the heavy box.,4,positive,0
order was 18 minutes late and the box arrived damaged.,0,delay,1
multiple items broken. needs urgent replacement.,1,damage,0
Order was 28 minutes late AND the box arrived damaged.,0,delay,1
delivery confirmed at the door.,4,positive,1
"still waiting, app said 90 min but its been longer",3,driver_conduct,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
"still waiting, app said 46 min but its been longer",0,delay,0
Took 41 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Half the order is missing from the bag.,2,wrong_order,0
received the irder as scheduled.,4,positive,1
Delivery person did not follow contactless instructions,3,driver_conduct,0
Driver was 43 min late and also quite rude about it.,0,delay,1
Received the order as scheduled.,4,positive,1
great communication throughout the delivery process.,4,positive,0
Fastest delivery I have ever had! Very impressed!,4,positive,0
"no complaints, evertthing went smoothly, thanks!",4,positive,0
driver was polite and very helpful.,4,positive,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
"no complaints, everything went smoothly, thanks!",4,positive,0
Took 38 minutes longer than usual but driver was very polite about the delay.,0,delay,1
superb service. will definitely use again.,4,positive,0
"arrived exactly on time, well packaged! five stars",4,positive,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
Order was 75 minutes late AND the box arrived damaged.,0,delay,1
order was pricessed and delivered.,4,positive,1
Medicine package was opened and tampered with!,1,damage,0
"Food spilled inside the bag, everything was wet.",1,damage,0
"delivery was significantly delayed, arriving 60 mins past eta.",0,delay,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Received someone else's package entirely.,2,wrong_order,0
No-show — driver cancelled without warning.,3,driver_conduct,0
got a duplicate of one itrm and missing another.,2,wrong_order,0
driver refused to carry package to my floor.,3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
order was processed and delivered.,4,positive,1
Order took over 37 minutes due to heavy traffic,0,delay,0
Electronics delivered with cracked screen!,1,damage,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Outstanding — the driver even helped caery the heavy box.,4,positive,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
multiple items broken. needs urgent replacement,1,damage,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
Driver marked delivered but never arrived.,3,driver_conduct,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
"box was soaking wet when it got here, ruined everything inside",1,damage,0
"Delivery was significantly delayed, arriving 85 mins past ETA.",0,delay,0
Laptop corner dented — poor handling during delivery!,1,damage,0
laptop corner dented — poor handling during delivery!,1,damage,0
"Food spilled inside the bag, everything was wrt.",1,damage,0
Completely wrong order arrived at my address.,2,wrong_order,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Laptop corner dented — poor handling during delivery.,1,damage,0
Great communication throughout the delivery process.,4,positive,0
Order took over 23 minutes due to heavy traffic.,0,delay,0
Order was processed and delivered!,4,positive,1
Electronics delivered with cracked screen!,1,damage,0
Package status changed to delivered.,4,positive,1
"Perfect delivery — no issues at all, great experience.",4,positive,0
package arrived in perfect condition. thank you!,4,positive,0
Driver was 69 min late and also quite rude about it.,0,delay,1
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
half the order is missing from the bag.,2,wrong_order,0
"item smashed, looks like it was thrown around",1,damage,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Excellent service! Delivery arrived 10 mins early.,4,positive,0
my delivery was 26 minutes late with no notification.,1,damage,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Driver called ahead and followed all instructions perfectly.,4,positive,0
Got a duplicate of one item and missing another.,2,wrong_order,0
wrong product delivered. barcode doesn't match my order.,2,wrong_order,0
Order wss processed and delivered,4,positive,1
Driver gave me the wrong order and was dismissive when I asked,2,wrong_order,1
Superb service. Will definitely use again,4,positive,0
Order mixed up with another customer.,2,wrong_order,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Received the order as scheduled.,4,positive,1
"Wrong item delivered — ordered size L, got size S",2,wrong_order,0
waited 25 extra minutes because of road congestion,0,delay,0
Package arrived in perfect condition. Thank you,4,positive,0
Driver was polite anf very helpful.,4,positive,0
"Delivered to wrong address, I had to collect it myself!",2,wrong_order,0
Order mixed up with another customer.,2,wrong_order,0
item was broken in transit — packaging was inadequate.,1,damage,0
Box was torn open and contents were damaged.,1,damage,0
Waited 64 extra minutes because of road congestion,0,delay,0
Late again — driver took 63 minutes longer than expected.,0,delay,0
"Perfect delivery — no issues at all, great experience!",4,positive,0
Very unprofessional behaviour from the delivery agent,3,driver_conduct,0
Got a duplicate of one item and missing another.,2,wrong_order,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
driver was 21 min late amd also quite rude about it.,0,delay,1
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Delivery person did not follow contactless instructions!,3,driver_conduct,0
"perfect delivery — no issues at all, great experience.",4,positive,0
"Box looked a little dented but everything inside was fine, driver was great",1,damage,1
Received someone else's package entirely,2,wrong_order,0
Package areived completely crushed.,1,damage,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
"Perfect delivery — no issues at all, great experience.",1,damage,0
Laptop corner dented — poor handling during delivery.,1,damage,0
Delivery happened today.,4,positive,1
Delivery confirmed at the door.,4,positive,1
Driver called ahead and followed all instructions perfectly,4,positive,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Two out of five items missing from the delivery.,3,driver_conduct,0
Driver gave me the wrong order and was dismissive when I askrd.,2,wrong_order,1
"missing half my syuff, only got 2 of 4 items",2,wrong_order,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
Order was processed and delivered.,4,positive,1
Took 40 mimutes longer than usual but driver was very polite about the delay!,0,delay,1
Driver arrived 44 minutes after the rstimated window.,0,delay,0
"Delivery was significantly delayed, arriving 18 mins past ETA!",0,delay,0
order took over 56 minutes due to heavy traffic.,0,delay,0
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Got a duplicate of one item and missing another!,0,delay,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Got my package.,4,positive,1
driver came by earlier,4,positive,1
"Wrong item felivered, and it was also crushed in the bag.",2,wrong_order,1
superb service. will definitely use again,4,positive,0
"delivery running late again, 23 min behind schedule",0,delay,0
"Expected in 20 mins, arrived after 52 minutes total.",0,delay,0
